5.00E-004,5.00E-004,1.82E-005
5.00E-004,1.50E-003,5.76E-005
5.00E-004,2.50E-003,1.51E-004
5.00E-004,3.50E-003,2.94E-004
5.00E-004,4.50E-003,4.84E-004
5.00E-004,5.50E-003,7.23E-004
5.00E-004,6.50E-003,1.01E-003
5.00E-004,7.50E-003,1.34E-003
5.00E-004,8.50E-003,1.72E-003
5.00E-004,9.50E-003,2.15E-003
1.50E-003,5.00E-004,1.37E-004
1.50E-003,1.50E-003,1.48E-004
1.50E-003,2.50E-003,2.04E-004
1.50E-003,3.50E-003,3.24E-004
1.50E-003,4.50E-003,5.03E-004
1.50E-003,5.50E-003,7.36E-004
1.50E-003,6.50E-003,1.02E-003
1.50E-003,7.50E-003,1.35E-003
1.50E-003,8.50E-003,1.73E-003
1.50E-003,9.50E-003,2.16E-003
2.50E-003,5.00E-004,3.85E-004
2.50E-003,1.50E-003,3.89E-004
2.50E-003,2.50E-003,4.12E-004
2.50E-003,3.50E-003,4.84E-004
2.50E-003,4.50E-003,6.18E-004
2.50E-003,5.50E-003,8.19E-004
2.50E-003,6.50E-003,1.08E-003
2.50E-003,7.50E-003,1.40E-003
2.50E-003,8.50E-003,1.77E-003
2.50E-003,9.50E-003,2.19E-003
3.50E-003,5.00E-004,7.53E-004
3.50E-003,1.50E-003,7.55E-004
3.50E-003,2.50E-003,7.68E-004
3.50E-003,3.50E-003,8.08E-004
3.50E-003,4.50E-003,8.95E-004
3.50E-003,5.50E-003,1.04E-003
3.50E-003,6.50E-003,1.26E-003
3.50E-003,7.50E-003,1.54E-003
3.50E-003,8.50E-003,1.88E-003
3.50E-003,9.50E-003,2.28E-003
4.50E-003,5.00E-004,1.24E-003
4.50E-003,1.50E-003,1.24E-003
4.50E-003,2.50E-003,1.25E-003
4.50E-003,3.50E-003,1.28E-003
4.50E-003,4.50E-003,1.34E-003
4.50E-003,5.50E-003,1.44E-003
4.50E-003,6.50E-003,1.60E-003
4.50E-003,7.50E-003,1.83E-003
4.50E-003,8.50E-003,2.13E-003
4.50E-003,9.50E-003,2.49E-003
5.50E-003,5.00E-004,1.86E-003
5.50E-003,1.50E-003,1.86E-003
5.50E-003,2.50E-003,1.86E-003
5.50E-003,3.50E-003,1.88E-003
5.50E-003,4.50E-003,1.92E-003
5.50E-003,5.50E-003,1.99E-003
5.50E-003,6.50E-003,2.11E-003
5.50E-003,7.50E-003,2.29E-003
5.50E-003,8.50E-003,2.54E-003
5.50E-003,9.50E-003,2.85E-003
6.50E-003,5.00E-004,2.60E-003
6.50E-003,1.50E-003,2.60E-003
6.50E-003,2.50E-003,2.60E-003
6.50E-003,3.50E-003,2.61E-003
6.50E-003,4.50E-003,2.64E-003
6.50E-003,5.50E-003,2.69E-003
6.50E-003,6.50E-003,2.79E-003
6.50E-003,7.50E-003,2.92E-003
6.50E-003,8.50E-003,3.12E-003
6.50E-003,9.50E-003,3.37E-003
7.50E-003,5.00E-004,3.46E-003
7.50E-003,1.50E-003,3.46E-003
7.50E-003,2.50E-003,3.46E-003
7.50E-003,3.50E-003,3.47E-003
7.50E-003,4.50E-003,3.49E-003
7.50E-003,5.50E-003,3.53E-003
7.50E-003,6.50E-003,3.60E-003
7.50E-003,7.50E-003,3.71E-003
7.50E-003,8.50E-003,3.86E-003
7.50E-003,9.50E-003,4.07E-003
8.50E-003,5.00E-004,4.44E-003
8.50E-003,1.50E-003,4.44E-003
8.50E-003,2.50E-003,4.44E-003
8.50E-003,3.50E-003,4.45E-003
8.50E-003,4.50E-003,4.47E-003
8.50E-003,5.50E-003,4.50E-003
8.50E-003,6.50E-003,4.55E-003
8.50E-003,7.50E-003,4.64E-003
8.50E-003,8.50E-003,4.76E-003
8.50E-003,9.50E-003,4.93E-003
9.50E-003,5.00E-004,5.65E-003
9.50E-003,1.50E-003,5.64E-003
9.50E-003,2.50E-003,5.63E-003
9.50E-003,3.50E-003,5.62E-003
9.50E-003,4.50E-003,5.62E-003
9.50E-003,5.50E-003,5.63E-003
9.50E-003,6.50E-003,5.67E-003
9.50E-003,7.50E-003,5.74E-003
9.50E-003,8.50E-003,5.84E-003
9.50E-003,9.50E-003,5.98E-003
